State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Bihar,PURBI CHAMPARAN,2005,Rabi,Khesari,561.0,270.0
Bihar,PURBI CHAMPARAN,2005,Rabi,Linseed,966.0,827.0
Bihar,PURBI CHAMPARAN,2005,Rabi,Maize,6656.0,22724.0
Bihar,PURBI CHAMPARAN,2005,Rabi,Masoor,8039.0,4831.0
Bihar,PURBI CHAMPARAN,2005,Rabi,Other  Rabi pulses,168.0,114.0
Chhattisgarh,BILASPUR,2007,Kharif,Moong(Green Gram),87.0,20.0
Chhattisgarh,BILASPUR,2007,Kharif,Niger seed,576.0,142.0
Chhattisgarh,BILASPUR,2007,Kharif,Other Kharif pulses,313.0,135.0
Chhattisgarh,BILASPUR,2007,Kharif,Potato,2.0,9.0
Chhattisgarh,BILASPUR,2007,Kharif,Rice,325134.0,469491.0
Chhattisgarh,BILASPUR,2007,Kharif,Sesamum,737.0,210.0
Chhattisgarh,BILASPUR,2007,Kharif,Small millets,4842.0,1526.0
Chhattisgarh,BILASPUR,2007,Kharif,Soyabean,2102.0,2979.0
Chhattisgarh,BILASPUR,2007,Kharif,Sunflower,52.0,23.0
Chhattisgarh,BILASPUR,2007,Kharif,Urad,1757.0,405.0
Chhattisgarh,BILASPUR,2007,Rabi,Barley,9.0,11.0
Chhattisgarh,BILASPUR,2007,Rabi,Gram,22426.0,19781.0
Chhattisgarh,BILASPUR,2007,Rabi,Horse-gram,21.0,7.0
Chhattisgarh,BILASPUR,2007,Rabi,Khesari,79529.0,57030.0
Chhattisgarh,BILASPUR,2007,Rabi,Linseed,3728.0,1125.0
Chhattisgarh,BILASPUR,2007,Rabi,Masoor,1168.0,368.0
Chhattisgarh,BILASPUR,2007,Rabi,Moong(Green Gram),15.0,4.0
Chhattisgarh,BILASPUR,2007,Rabi,Other  Rabi pulses,288.0,5.0
Chhattisgarh,BILASPUR,2007,Rabi,Peas & beans (Pulses),825.0,284.0
Chhattisgarh,BILASPUR,2007,Rabi,Potato,536.0,2489.0
Chhattisgarh,BILASPUR,2007,Rabi,Rapeseed &Mustard,2272.0,865.0
Chhattisgarh,BILASPUR,2007,Rabi,Safflower,50.0,11.0
Chhattisgarh,BILASPUR,2007,Rabi,Urad,183.0,42.0
Chhattisgarh,BILASPUR,2007,Rabi,Wheat,12337.0,13521.0
Chhattisgarh,BILASPUR,2007,Whole Year,Banana,6.0,204.0
Chhattisgarh,BILASPUR,2007,Whole Year,Coriander,566.0,144.0
Chhattisgarh,BILASPUR,2007,Whole Year,Dry chillies,656.0,391.0
Chhattisgarh,BILASPUR,2007,Whole Year,Dry ginger,53.0,60.0
Chhattisgarh,BILASPUR,2007,Whole Year,Garlic,55.0,184.0
Chhattisgarh,BILASPUR,2007,Whole Year,Onion,115.0,600.0
Chhattisgarh,BILASPUR,2007,Whole Year,Sannhamp,104.0,34.0
Chhattisgarh,BILASPUR,2007,Whole Year,Sugarcane,352.0,1121.0
Chhattisgarh,BILASPUR,2007,Whole Year,Sweet potato,230.0,1495.0
Chhattisgarh,BILASPUR,2007,Whole Year,Turmeric,2.0,2.0
Chhattisgarh,BILASPUR,2008,Kharif,Arhar/Tur,3751.0,2203.0
Chhattisgarh,BILASPUR,2008,Kharif,Groundnut,1876.0,2416.0
Chhattisgarh,BILASPUR,2008,Kharif,Horse-gram,1097.0,327.0
Chhattisgarh,BILASPUR,2008,Kharif,Jowar,360.0,447.0
Chhattisgarh,BILASPUR,2008,Kharif,Maize,3651.0,4597.0
Chhattisgarh,BILASPUR,2008,Kharif,Mesta,8.0,16.0
Chhattisgarh,BILASPUR,2008,Kharif,Moong(Green Gram),90.0,20.0
Chhattisgarh,BILASPUR,2008,Kharif,Niger seed,582.0,143.0
Chhattisgarh,BILASPUR,2008,Kharif,Other Kharif pulses,321.0,146.0
Chhattisgarh,BILASPUR,2008,Kharif,Rice,323407.0,447099.0
Chhattisgarh,BILASPUR,2008,Kharif,Sesamum,697.0,183.0
Chhattisgarh,BILASPUR,2008,Kharif,Small millets,4279.0,1099.0
Chhattisgarh,BILASPUR,2008,Kharif,Soyabean,2533.0,3322.0
Chhattisgarh,BILASPUR,2008,Kharif,Sunflower,54.0,24.0
Chhattisgarh,BILASPUR,2008,Kharif,Urad,1773.0,402.0
Chhattisgarh,BILASPUR,2008,Rabi,Barley,2.0,2.0
Chhattisgarh,BILASPUR,2008,Rabi,Gram,22206.0,17944.0
Chhattisgarh,BILASPUR,2008,Rabi,Khesari,80624.0,25449.0
Chhattisgarh,BILASPUR,2008,Rabi,Linseed,3586.0,981.0
Chhattisgarh,BILASPUR,2008,Rabi,Masoor,1130.0,356.0
Chhattisgarh,BILASPUR,2008,Rabi,Moong(Green Gram),21.0,4.0
Chhattisgarh,BILASPUR,2008,Rabi,Other  Rabi pulses,268.0,40.0
Chhattisgarh,BILASPUR,2008,Rabi,Peas & beans (Pulses),894.0,313.0
Chhattisgarh,BILASPUR,2008,Rabi,Potato,543.0,2617.0
Chhattisgarh,BILASPUR,2008,Rabi,Rapeseed &Mustard,2238.0,768.0
Chhattisgarh,BILASPUR,2008,Rabi,Safflower,307.0,65.0
Chhattisgarh,BILASPUR,2008,Rabi,Urad,173.0,40.0
Chhattisgarh,BILASPUR,2008,Rabi,Wheat,12829.0,13263.0
Chhattisgarh,BILASPUR,2008,Whole Year,Banana,7.0,239.0
Chhattisgarh,BILASPUR,2008,Whole Year,Coriander,450.0,120.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Arhar/Tur,1624.0,1440.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Coconut,175.0,64750.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Groundnut,20.0,40.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Jowar,523.0,418.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Maize,16.0,10.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Niger seed,180.0,103.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Other Kharif pulses,1351.0,1198.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Ragi,1669.0,2166.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Rice,14123.0,24023.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Sannhamp,25.0,15.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif,Small millets,226.0,181.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Rabi,Other  Rabi pulses,2600.0,2080.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Rabi,Rice,383.0,770.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Banana,14.0,280.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Coriander,5.0,4.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Gram,187.0,150.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Rapeseed &Mustard,30.0,30.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Sesamum,24.0,14.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Sugarcane,1529.0,122320.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Sunflower,5.0,3.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Winter,Wheat,537.0,920.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Arhar/Tur,1598.0,1838.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Banana,22.0,440.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Coconut,175.0,700.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Groundnut,16.0,30.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Jowar,474.0,379.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Niger seed,442.0,239.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Other Kharif pulses,1471.0,1692.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Ragi,1593.0,2232.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Rice,13905.0,27754.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Sannhamp,29.0,17.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Kharif,Small millets,265.0,344.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Rabi,Other  Rabi pulses,3120.0,2496.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Rabi,Rice,500.0,938.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Gram,329.0,263.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Rapeseed &Mustard,22.0,22.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Sugarcane,1464.0,117120.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Sunflower,5.0,3.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1999,Winter,Wheat,715.0,1236.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Arhar/Tur,1466.0,1078.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Banana,15.0,220.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Coconut,180.0,801.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Groundnut,60.0,30.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Jowar,529.0,447.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Niger seed,105.0,105.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Other Kharif pulses,1378.0,1013.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Ragi,1405.0,1909.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Rice,13668.0,25299.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Sannhamp,29.0,17.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Kharif,Small millets,265.0,162.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Rabi,Maize,20.0,20.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Rabi,Other  Rabi pulses,3940.0,3940.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Rabi,Rice,1550.0,3364.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Winter,Gram,140.0,140.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Winter,Niger seed,30.0,30.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Winter,Sugarcane,1422.0,92430.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2000,Winter,Wheat,710.0,1500.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Arhar/Tur,1470.0,1427.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Banana,15.0,300.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Coconut,180.0,450.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Jowar,501.0,558.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Niger seed,90.0,273.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Other Kharif pulses,1888.0,1833.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Ragi,1394.0,1538.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Rice,13493.0,30197.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Sannhamp,10.0,6.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Kharif,Small millets,185.0,215.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Rabi,Maize,19.0,20.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Rabi,Other  Rabi pulses,4800.0,3940.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Rabi,Rice,386.0,838.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Winter,Gram,161.0,129.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Winter,Niger seed,70.0,82.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Winter,Sugarcane,1273.0,89110.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2001,Winter,Wheat,735.0,1441.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Arhar/Tur,1398.0,1357.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Banana,15.0,300.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Coconut,180.0,450.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Jowar,528.0,588.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Maize,57.0,60.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Niger seed,182.0,553.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Other Kharif pulses,2200.0,2136.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Ragi,1375.0,1873.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Rice,13301.0,37482.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Sannhamp,24.0,14.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Kharif,Small millets,193.0,224.0
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2002,Rabi,Other  Rabi pulses,4731.0,3782.0
Goa,NORTH GOA,1997,Kharif,Groundnut,310.0,376.0
Goa,NORTH GOA,1997,Kharif,Other Kharif pulses,760.0,49.0
Goa,NORTH GOA,1997,Rabi,Groundnut,829.0,1601.0
Goa,NORTH GOA,1997,Rabi,Other  Rabi pulses,7369.0,6241.0
Goa,NORTH GOA,1997,Whole Year,Ragi,1675.0,1572.0
Goa,NORTH GOA,2004,Kharif,Groundnut,3204.0,5234.0
Goa,NORTH GOA,2004,Kharif,Ragi,160.0,165.0
Goa,NORTH GOA,2004,Kharif,Rice,29535.0,85664.0
Goa,NORTH GOA,2004,Whole Year,Black pepper,334.0,55.0
Goa,NORTH GOA,2004,Whole Year,Cashewnut,39987.0,18714.0
Goa,NORTH GOA,2004,Whole Year,Coconut,11083.0,54410000.0
Goa,NORTH GOA,2004,Whole Year,Sugarcane,295.0,17103.0
Goa,NORTH GOA,2005,Kharif,Groundnut,3281.0,7891.0
Goa,NORTH GOA,2005,Kharif,Ragi,223.0,279.0
Goa,NORTH GOA,2005,Kharif,Rice,29605.0,85399.0
Goa,NORTH GOA,2005,Whole Year,Black pepper,355.0,77.0
Goa,NORTH GOA,2005,Whole Year,Cashewnut,40109.0,19734.0
Goa,NORTH GOA,2005,Whole Year,Coconut,11155.0,55230000.0
Goa,NORTH GOA,2005,Whole Year,Sugarcane,240.0,13955.0
Goa,NORTH GOA,2006,Kharif,Groundnut,2623.0,4579.0
Goa,NORTH GOA,2006,Kharif,Ragi,125.0,119.0
Goa,NORTH GOA,2006,Kharif,Rice,29124.0,76689.0
Goa,NORTH GOA,2006,Whole Year,Black pepper,370.0,96.0
Goa,NORTH GOA,2006,Whole Year,Cashewnut,40282.0,17765.0
Goa,NORTH GOA,2006,Whole Year,Coconut,11227.0,55840000.0
Goa,NORTH GOA,2006,Whole Year,Sugarcane,244.0,15010.0
Goa,NORTH GOA,2007,Kharif,Groundnut,3702.0,6965.0
Goa,NORTH GOA,2007,Kharif,Ragi,38.0,34.0
Goa,NORTH GOA,2007,Kharif,Rice,29653.0,71918.0
Goa,NORTH GOA,2007,Whole Year,Black pepper,383.0,119.0
Goa,NORTH GOA,2007,Whole Year,Cashewnut,40508.0,15327.0
Goa,NORTH GOA,2007,Whole Year,Coconut,11249.0,56160000.0
Goa,NORTH GOA,2007,Whole Year,Sugarcane,224.0,14261.0
Goa,NORTH GOA,2008,Kharif,Groundnut,640.0,896.0
Goa,NORTH GOA,2008,Kharif,Other Kharif pulses,325.0,154.0
Goa,NORTH GOA,2008,Kharif,Ragi,39.0,40.0
Goa,NORTH GOA,2008,Kharif,Rice,19974.0,47919.0
Goa,NORTH GOA,2008,Rabi,Groundnut,3150.0,7284.0
Goa,NORTH GOA,2008,Rabi,Other  Rabi pulses,8730.0,8798.0
Goa,NORTH GOA,2008,Rabi,Rice,8145.0,20727.0
Goa,NORTH GOA,2008,Whole Year,Sugarcane,268.0,13991.0
Goa,NORTH GOA,2009,Kharif,Groundnut,570.0,1198.0
Goa,NORTH GOA,2009,Kharif,Other Kharif pulses,328.0,290.0
Goa,NORTH GOA,2009,Kharif,Ragi,25.0,26.0
Goa,NORTH GOA,2009,Kharif,Rice,18201.0,35411.0
Goa,NORTH GOA,2009,Rabi,Groundnut,2249.0,6843.0
Goa,NORTH GOA,2009,Rabi,Other  Rabi pulses,6699.0,7372.0
Goa,NORTH GOA,2009,Rabi,Rice,8688.0,24343.0
Goa,NORTH GOA,2009,Whole Year,Sugarcane,136.0,5430.0
Goa,NORTH GOA,2010,Kharif,Groundnut,461.0,1390.0
Goa,NORTH GOA,2010,Kharif,Other Kharif pulses,150.0,126.0
Goa,NORTH GOA,2010,Kharif,Ragi,25.0,23.0
Goa,NORTH GOA,2010,Kharif,Rice,17314.0,41896.0
Goa,NORTH GOA,2010,Rabi,Groundnut,2418.0,6885.0
Goa,NORTH GOA,2010,Rabi,Other  Rabi pulses,5720.0,6242.0
Goa,NORTH GOA,2010,Rabi,Rice,8450.0,22437.0
Goa,NORTH GOA,2010,Whole Year,Sugarcane,141.0,5933.0
Goa,NORTH GOA,2011,Kharif,Groundnut,357.0,1022.0
Goa,NORTH GOA,2011,Kharif,Other Kharif pulses,175.0,123.0
Goa,NORTH GOA,2011,Kharif,Ragi,26.0,25.0
Goa,NORTH GOA,2011,Kharif,Rice,18019.0,47954.0
Goa,NORTH GOA,2011,Rabi,Groundnut,2835.0,6973.0
Goa,NORTH GOA,2011,Rabi,Other  Rabi pulses,8175.0,6844.0
Goa,NORTH GOA,2011,Rabi,Rice,8450.0,23108.0
Goa,NORTH GOA,2011,Whole Year,Sugarcane,145.0,6086.0
Goa,NORTH GOA,2012,Kharif,Groundnut,534.0,1345.0
Goa,NORTH GOA,2012,Kharif,Other Kharif pulses,224.0,189.0
Goa,NORTH GOA,2012,Kharif,Ragi,13.0,16.0
Goa,NORTH GOA,2013,Kharif,Groundnut,394.0,951.0
Goa,NORTH GOA,2013,Kharif,Other Kharif pulses,156.0,129.0
Goa,NORTH GOA,2013,Kharif,Ragi,2.0,2.69
Goa,NORTH GOA,2013,Kharif,Rice,14740.0,44206.0
Goa,NORTH GOA,2013,Rabi,Groundnut,2195.0,5635.0
Goa,NORTH GOA,2013,Rabi,Other  Rabi pulses,6620.0,7320.0
Goa,NORTH GOA,2013,Rabi,Rice,7270.0,22145.0
Goa,NORTH GOA,2013,Whole Year,Arecanut,1468.0,2458.0
Goa,NORTH GOA,2013,Whole Year,Banana,1253.0,14235.0
Goa,NORTH GOA,2013,Whole Year,Black pepper,421.0,135.0
Goa,NORTH GOA,2013,Whole Year,Cashewnut,40712.0,18115.0
Goa,NORTH GOA,2013,Whole Year,Coconut,11379.0,564.0
Goa,NORTH GOA,2013,Whole Year,Mango,1431.0,2705.0
Goa,NORTH GOA,2013,Whole Year,Other Fresh Fruits,2258.0,24312.0
Goa,NORTH GOA,2013,Whole Year,Other Vegetables,3829.0,43575.0
Goa,NORTH GOA,2013,Whole Year,Pineapple,192.0,3186.0
Goa,NORTH GOA,2013,Whole Year,Sugarcane,140.0,5366.0
Goa,NORTH GOA,2014,Kharif,Groundnut,361.0,734.0
Goa,NORTH GOA,2014,Kharif,Other Kharif pulses,200.0,178.0
Goa,NORTH GOA,2014,Kharif,Ragi,0.1,0.08
Goa,NORTH GOA,2014,Kharif,Rice,14385.0,40962.0
Goa,NORTH GOA,2014,Rabi,Groundnut,1910.0,3577.0
Goa,NORTH GOA,2014,Rabi,Other  Rabi pulses,7010.0,6887.0
Goa,NORTH GOA,2014,Rabi,Rice,6820.0,18826.0
Goa,NORTH GOA,2014,Whole Year,Arecanut,1472.0,2443.0
Goa,NORTH GOA,2014,Whole Year,Banana,1304.0,14754.0
Goa,NORTH GOA,2014,Whole Year,Black pepper,443.0,146.0
Goa,NORTH GOA,2014,Whole Year,Cashewnut,40819.0,18297.0
Goa,NORTH GOA,2014,Whole Year,Coconut,11399.0,564.0
Goa,NORTH GOA,2014,Whole Year,Mango,1442.0,2682.0
Goa,NORTH GOA,2014,Whole Year,Other Fresh Fruits,2283.0,24302.0
Goa,NORTH GOA,2014,Whole Year,Other Vegetables,3940.0,45015.0
Goa,NORTH GOA,2014,Whole Year,Pineapple,262.0,4348.0
Goa,NORTH GOA,2014,Whole Year,Sugarcane,129.0,5767.0
Goa,SOUTH GOA,1997,Kharif,Groundnut,40.0,71.0
Goa,SOUTH GOA,1997,Kharif,Other Kharif pulses,240.0,145.0
Goa,SOUTH GOA,1997,Kharif,Rice,15169.0,40864.0
Goa,SOUTH GOA,1997,Rabi,Groundnut,258.0,504.0
Goa,SOUTH GOA,1997,Rabi,Other  Rabi pulses,1631.0,1159.0
Goa,SOUTH GOA,1997,Rabi,Rice,6417.0,19052.0
Goa,SOUTH GOA,1997,Whole Year,Ragi,1125.0,904.0
Goa,SOUTH GOA,2004,Kharif,Groundnut,87.0,174.0
Goa,SOUTH GOA,2004,Kharif,Ragi,234.0,212.0
Goa,SOUTH GOA,2004,Kharif,Rice,22907.0,59510.0
Goa,SOUTH GOA,2004,Whole Year,Black pepper,255.0,43.0
Goa,SOUTH GOA,2004,Whole Year,Cashewnut,14871.0,6842.0
Goa,SOUTH GOA,2004,Whole Year,Coconut,14077.0,69110000.0
Goa,SOUTH GOA,2004,Whole Year,Sugarcane,915.0,43480.0
Goa,SOUTH GOA,2005,Kharif,Groundnut,31.0,51.0
Goa,SOUTH GOA,2005,Kharif,Ragi,218.0,184.0
Goa,SOUTH GOA,2005,Kharif,Rice,22572.0,61837.0
Goa,SOUTH GOA,2005,Whole Year,Black pepper,271.0,60.0
Goa,SOUTH GOA,2005,Whole Year,Cashewnut,14912.0,7336.0
Goa,SOUTH GOA,2005,Whole Year,Coconut,14157.0,70110000.0
Goa,SOUTH GOA,2005,Whole Year,Sugarcane,870.0,41912.0
Gujarat,AHMADABAD,1997,Kharif,Arhar/Tur,2900.0,2200.0
Gujarat,AHMADABAD,1997,Kharif,Bajra,41700.0,43700.0
Gujarat,AHMADABAD,1997,Kharif,Dry chillies,700.0,700.0
Gujarat,AHMADABAD,1997,Kharif,Groundnut,500.0,600.0
Gujarat,AHMADABAD,1997,Kharif,Jowar,42500.0,33500.0
Gujarat,AHMADABAD,1997,Kharif,Moong(Green Gram),2300.0,1200.0
Gujarat,AHMADABAD,1997,Kharif,Moth,100.0,100.0
Gujarat,AHMADABAD,1997,Kharif,Other Kharif pulses,400.0,200.0
Gujarat,AHMADABAD,1997,Kharif,Urad,1300.0,1100.0
Gujarat,AHMADABAD,1997,Rabi,Gram,14400.0,7200.0
Gujarat,AHMADABAD,1997,Rabi,Jowar,2000.0,1700.0
Gujarat,AHMADABAD,1997,Rabi,Rapeseed &Mustard,9000.0,9400.0
Gujarat,AHMADABAD,1997,Rabi,Wheat,96000.0,121400.0
Gujarat,AHMADABAD,1997,Summer,Bajra,12200.0,26300.0
Gujarat,AHMADABAD,1997,Summer,Groundnut,100.0,100.0
Gujarat,AHMADABAD,1997,Whole Year,Banana,200.0,14300.0
Gujarat,AHMADABAD,1997,Whole Year,Castor seed,24300.0,35500.0
Gujarat,AHMADABAD,1997,Whole Year,Cotton(lint),154900.0,181500.0
Gujarat,AHMADABAD,1997,Whole Year,Maize,600.0,1000.0
Gujarat,AHMADABAD,1997,Whole Year,Potato,2300.0,50000.0
Gujarat,AHMADABAD,1997,Whole Year,Pulses total,7000.0,48.0
Gujarat,AHMADABAD,1997,Whole Year,Rice,75300.0,114500.0
Gujarat,AHMADABAD,1997,Whole Year,Sesamum,9300.0,6800.0
Gujarat,AHMADABAD,1997,Whole Year,Sugarcane,600.0,39000.0
Gujarat,AHMADABAD,1997,Whole Year,Tobacco,1200.0,2100.0
Gujarat,AHMADABAD,1998,Kharif,Arhar/Tur,3300.0,3100.0
Gujarat,AHMADABAD,1998,Kharif,Bajra,37300.0,43700.0
Gujarat,AHMADABAD,1998,Kharif,Castor seed,28500.0,65200.0
Gujarat,AHMADABAD,1998,Kharif,Cotton(lint),178800.0,293100.0
Gujarat,AHMADABAD,1998,Kharif,Groundnut,700.0,900.0
Gujarat,AHMADABAD,1998,Kharif,Jowar,58400.0,48200.0
Gujarat,AHMADABAD,1998,Kharif,Maize,1300.0,2200.0
Gujarat,AHMADABAD,1998,Kharif,Moong(Green Gram),2400.0,1300.0
Gujarat,AHMADABAD,1998,Kharif,Moth,300.0,100.0
Gujarat,AHMADABAD,1998,Kharif,Other Cereals & Millets,400.0,200.0
Gujarat,AHMADABAD,1998,Kharif,Other Kharif pulses,700.0,300.0
Gujarat,AHMADABAD,1998,Kharif,Rice,52200.0,72600.0
Gujarat,AHMADABAD,1998,Kharif,Sesamum,9900.0,5900.0
Gujarat,AHMADABAD,1998,Kharif,Small millets,400.0,200.0
Gujarat,AHMADABAD,1998,Kharif,Urad,1300.0,900.0
Gujarat,AHMADABAD,1998,Rabi,Gram,12300.0,6500.0
Gujarat,AHMADABAD,1998,Rabi,Jowar,2500.0,2000.0
Gujarat,AHMADABAD,1998,Rabi,Rapeseed &Mustard,6300.0,6300.0
Gujarat,AHMADABAD,1998,Rabi,Wheat,91600.0,138900.0
Gujarat,AHMADABAD,1998,Summer,Bajra,11100.0,22600.0
Gujarat,AHMADABAD,1998,Summer,Groundnut,400.0,600.0
Gujarat,AHMADABAD,1998,Whole Year,Banana,100.0,8000.0
Gujarat,AHMADABAD,1998,Whole Year,Oilseeds total,45800.0,78900.0
Gujarat,AHMADABAD,1998,Whole Year,Onion,200.0,6700.0
Gujarat,AHMADABAD,1998,Whole Year,Potato,3100.0,72300.0
Gujarat,AHMADABAD,1998,Whole Year,Pulses total,20300.0,12200.0
Gujarat,AHMADABAD,1998,Whole Year,Sugarcane,600.0,41000.0
Gujarat,AHMADABAD,1998,Whole Year,Tobacco,500.0,900.0
Gujarat,AHMADABAD,1999,Kharif,Arhar/Tur,4400.0,3500.0
Gujarat,AHMADABAD,1999,Kharif,Bajra,36600.0,35100.0
Gujarat,AHMADABAD,1999,Kharif,Castor seed,31500.0,58700.0
Gujarat,AHMADABAD,1999,Kharif,Cotton(lint),151100.0,182700.0
Gujarat,AHMADABAD,1999,Kharif,Groundnut,1200.0,400.0
